id,name,parent,detail,group.category.id,group.category.name,group.family.id,group.family.name,group.chemical.id,group.chemical.name,isActive,order,level
10000,Products,//,,,,,,,,1,0,1
10001,Medical Drugs,//Products,,01,Medical Drugs,,,,,1,0,2
10002,Technical and Occupational Products,//Products,,02,Technical and Occupational Products,,,,,1,0,2
10003,Recreational and Abused Agents,//Products,,03,Recreational and Abused Agents,,,,,1,0,2
10004,Plant Toxins / Poisonous Plants,//Products,,04,Plant Toxins / Poisonous Plants,,,,,1,0,2
10005,Poisonous and Venomous Animals,//Products,,05,Poisonous and Venomous Animals,,,,,1,0,2
10006,Food Toxins and Contaminations,//Products,,06,Food Toxins and Contaminations,,,,,1,0,2
10007,Household Products,//Products,,07,Household Products,,,,,1,0,2
10008,Pesticides,//Products,,08,Pesticides,,,,,1,0,2
10009,Disease / Signs-Symptoms / Health,//Products,,09,Disease / Signs-Symptoms / Health,,,,,1,0,2
10010,Lab Monitoring,//Products,,10,Lab Monitoring,,,,,1,0,2
10011,Database / Service,//Products,,11,Database / Service,,,,,1,0,2
10012,Health Food / Cosmetics,//Products,,12,Health Food / Cosmetics,,,,,1,0,2
10013,Fire Hazard,//Products,,13,Fire Hazard,,,,,1,0,2
10014,Food Additives and Preservatives,//Products,,14,Food Additives and Preservatives,,,,,1,0,2
10015,Herbal and Traditional Medicine,//Products,,15,Herbal and Traditional Medicine,,,,,1,0,2
10016,Chemical Weapons,//Products,,16,Chemical Weapons,,,,,1,0,2
10017,Methemoglobinemia,//Products,,17,Methemoglobinemia,,,,,1,0,2
10018,Unknown Toxic Substance,//Products,,18,Unknown Toxic Substance,,,,,1,0,2
10019,Other Category,//Products,,19,Other Category,,,,,1,0,2
11085,N/A,//Products,,99,N/A,99,N/A,9999,,0,0,2
10020,Alimentary System,//Products//Medical Drugs,gastrointestinal and hepatobiliary system,01,Medical Drugs,01,Alimentary System,,,1,0,3
10021,Cardiovascular and Hematopoietic System,//Products//Medical Drugs,,01,Medical Drugs,02,Cardiovascular and Hematopoietic System,,,1,0,3
10022,Respiratory System,//Products//Medical Drugs,,01,Medical Drugs,03,Respiratory System,,,1,0,3
10023,Neuro-Muscular System,//Products//Medical Drugs,,01,Medical Drugs,04,Neuro-Muscular System,,,1,0,3
10024,Hormones,//Products//Medical Drugs,,01,Medical Drugs,05,Hormones,,,1,0,3
10025,Contraceptive agents,//Products//Medical Drugs,,01,Medical Drugs,06,Contraceptive agents,,,1,0,3
10026,Antibiotics,//Products//Medical Drugs,,01,Medical Drugs,07,Antibiotics,,,1,0,3
10027,Other Chemotherapeutics,//Products//Medical Drugs,,01,Medical Drugs,08,Other Chemotherapeutics,,,1,0,3
10028,Genito-Urinary System,//Products//Medical Drugs,,01,Medical Drugs,09,Genito-Urinary System,,,1,0,3
10029,Metabolism,//Products//Medical Drugs,,01,Medical Drugs,10,Metabolism,,,1,0,3
10030,Vitamins and Minerals,//Products//Medical Drugs,,01,Medical Drugs,11,Vitamins and Minerals,,,1,0,3
10031,Nutrition,//Products//Medical Drugs,,01,Medical Drugs,12,Nutrition,,,1,0,3
10032,"Eye, Ear, Mouth and Throat",//Products//Medical Drugs,,01,Medical Drugs,13,"Eye, Ear, Mouth and Throat",,,1,0,3
10033,Dermatologicals,//Products//Medical Drugs,,01,Medical Drugs,14,Dermatologicals,,,1,0,3
10034,Anaesthetics Local and General,//Products//Medical Drugs,,01,Medical Drugs,15,Anaesthetics Local and General,,,1,0,3
10035,Diagnostic Agents,//Products//Medical Drugs,,01,Medical Drugs,16,Diagnostic Agents,,,1,0,3
10036,Allergy and Immune System,//Products//Medical Drugs,,01,Medical Drugs,17,Allergy and Immune System,,,1,0,3
10037,"Antidotes, Detoxifying Agents",//Products//Medical Drugs,,01,Medical Drugs,18,"Antidotes, Detoxifying Agents",,,1,0,3
10038,Intravenous and Other Steriles Solutions,//Products//Medical Drugs,,01,Medical Drugs,19,Intravenous and Other Steriles Solutions,,,1,0,3
10039,Miscellaneous,//Products//Medical Drugs,,01,Medical Drugs,20,Miscellaneous,,,1,0,3
10040,Unknown,//Products//Medical Drugs,,01,Medical Drugs,21,Unknown,,,1,0,3
10041,Others,//Products//Medical Drugs,,01,Medical Drugs,22,Others,,,1,0,3
10042,Adhesive agent,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,01,Adhesive agent,,,1,0,3
10043,Astringent,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,02,Astringent,,,1,0,3
10044,Automotive products,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,03,Automotive products,,,1,0,3
10045,Battery dry cell,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,04,Battery dry cell,,,1,0,3
10046,Bleaching agent,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,05,Bleaching agent,,,1,0,3
10047,Caulking compound,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,06,Caulking compound,,,1,0,3
10048,Cleaning agent for air conditioner,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,07,Cleaning agent for air conditioner,,,1,0,3
10049,Cleaning agent for floor,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,08,Cleaning agent for floor,,,1,0,3
10050,Cleaning agent for Multipurpose,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,09,Cleaning agent for Multipurpose,,,1,0,3
10051,Concrete:  Curing membrane,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,10,Concrete:  Curing membrane,,,1,0,3
10052,Antiseptic&Disinfectants,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,11,Antiseptic&Disinfectants,,,1,0,3
10053,Dispersant,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,12,Dispersant,,,1,0,3
10054,Dye,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,13,Dye,,,1,0,3
10055,Fire extinguisher,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,14,Fire extinguisher,,,1,0,3
10056,Fuel,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,15,Fuel,,,1,0,3
10057,Gilt solution (ชุบทอง),//Products//Technical and Occupational Products,,02,Technical and Occupational Products,16,Gilt solution (ชุบทอง),,,1,0,3
10058,Glass etching,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,17,Glass etching,,,1,0,3
10059,Hardener:Photographic,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,18,Hardener:Photographic,,,1,0,3
10060,Heavy metal,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,19,Heavy metal,,,1,0,3
10061,Ink,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,20,Ink,,,1,0,3
10062,Jewery cleaner,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,21,Jewery cleaner,,,1,0,3
10063,Lubricant oil (Exclude automotive),//Products//Technical and Occupational Products,,02,Technical and Occupational Products,22,Lubricant oil (Exclude automotive),,,1,0,3
10064,Paint,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,23,Paint,,,1,0,3
10065,Refrigerants,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,24,Refrigerants,,,1,0,3
10066,Ripen gas,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,25,Ripen gas,,,1,0,3
10067,Rust Preventive,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,26,Rust Preventive,,,1,0,3
10068,Rust Remover,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,27,Rust Remover,,,1,0,3
10069,Silver/Gold polishing agents/ Metal cleaner,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,28,Silver/Gold polishing agents/ Metal cleaner,,,1,0,3
10070,Solvent & thinner,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,29,Solvent & thinner,,,1,0,3
10071,Storage battery fluid,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,30,Storage battery fluid,,,1,0,3
10072,Technical & Industrial chemicals,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,31,Technical & Industrial chemicals,,,1,0,3
10073,Toxic gas,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,32,Toxic gas,,,1,0,3
10074,Other groups,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,33,Other groups,,,1,0,3
10075,Unknown chemicals,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,34,Unknown chemicals,,,1,0,3
10076,Cleaning agent for elevator (Lift),//Products//Technical and Occupational Products,,02,Technical and Occupational Products,35,Cleaning agent for elevator (Lift),,,1,0,3
10077,Ink: Solvent,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,36,Ink: Solvent,,,1,0,3
10078,Concrete: Waterproof Coating,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,37,Concrete: Waterproof Coating,,,1,0,3
11099,Cleaning agent for leather,//Products//Technical and Occupational Products,,02,Technical and Occupational Products,38,Cleaning agent for leather,,,1,0,3
10079,Amphetamine and derivatives,//Products//Recreational and Abused Agents,,03,Recreational and Abused Agents,01,Amphetamine and derivatives,,,1,0,3
10080,Opiods,//Products//Recreational and Abused Agents,,03,Recreational and Abused Agents,02,Opiods,,,1,0,3
10081,Psychoactive drugs,//Products//Recreational and Abused Agents,,03,Recreational and Abused Agents,03,Psychoactive drugs,,,1,0,3
10082,Cocaine,//Products//Recreational and Abused Agents,,03,Recreational and Abused Agents,04,Cocaine,,,1,0,3
10083,Aphrodisiac: spanish fly,//Products//Recreational and Abused Agents,,03,Recreational and Abused Agents,05,Aphrodisiac: spanish fly,,,1,0,3
10084,Beverages,//Products//Recreational and Abused Agents,,03,Recreational and Abused Agents,06,Beverages,,,1,0,3
10085,Inhalation of abuse,//Products//Recreational and Abused Agents,,03,Recreational and Abused Agents,07,Inhalation of abuse,,,1,0,3
10086,Others,//Products//Recreational and Abused Agents,,03,Recreational and Abused Agents,08,Others,,,1,0,3
10087,Unknown,//Products//Recreational and Abused Agents,,03,Recreational and Abused Agents,09,Unknown,,,1,0,3
10088,Cigarette,//Products//Recreational and Abused Agents,,03,Recreational and Abused Agents,10,Cigarette,,,1,0,3
10089,Cigarette: Others,//Products//Recreational and Abused Agents,,03,Recreational and Abused Agents,11,Cigarette: Others,,,1,0,3
10090,GHB and related agents,//Products//Recreational and Abused Agents,,03,Recreational and Abused Agents,12,GHB and related agents,,,1,0,3
10091,Plant,//Products//Plant Toxins / Poisonous Plants,,04,Plant Toxins / Poisonous Plants,01,Plant,,,1,0,3
10092,Mushroom: Cyclopeptides,//Products//Plant Toxins / Poisonous Plants,,04,Plant Toxins / Poisonous Plants,02,Mushroom: Cyclopeptides,,,1,0,3
10093,Mushroom: Muscarine,//Products//Plant Toxins / Poisonous Plants,,04,Plant Toxins / Poisonous Plants,03,Mushroom: Muscarine,,,1,0,3
10094,Mushroom: Muscimol,//Products//Plant Toxins / Poisonous Plants,,04,Plant Toxins / Poisonous Plants,04,Mushroom: Muscimol,,,1,0,3
10095,Mushroom: Psilocybin,//Products//Plant Toxins / Poisonous Plants,,04,Plant Toxins / Poisonous Plants,05,Mushroom: Psilocybin,,,1,0,3
10096,Mushroom: GI toxin,//Products//Plant Toxins / Poisonous Plants,,04,Plant Toxins / Poisonous Plants,06,Mushroom: GI toxin,,,1,0,3
10097,Mushroom:Unknown,//Products//Plant Toxins / Poisonous Plants,,04,Plant Toxins / Poisonous Plants,07,Mushroom:Unknown,,,1,0,3
10098,Mushroom: Gyromitra,//Products//Plant Toxins / Poisonous Plants,,04,Plant Toxins / Poisonous Plants,08,Mushroom: Gyromitra,,,1,0,3
10099,Mushroom: Rhabdomyolysis,//Products//Plant Toxins / Poisonous Plants,,04,Plant Toxins / Poisonous Plants,09,Mushroom: Rhabdomyolysis,,,1,0,3
10100,Poisonous Snake: Neurotoxin,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,01,Poisonous Snake: Neurotoxin,,,1,0,3
10101,Poisonous Snake: Hematotoxin,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,02,Poisonous Snake: Hematotoxin,,,1,0,3
10102,Poisonous Snake: Myotoxin,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,03,Poisonous Snake: Myotoxin,,,1,0,3
10103,Poisonous Snake: Unknown,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,04,Poisonous Snake: Unknown,,,1,0,3
10104,Poisonous Insect: Hymenoptera,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,05,Poisonous Insect: Hymenoptera,,,1,0,3
10105,Poisonous Insect: Others,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,06,Poisonous Insect: Others,,,1,0,3
10106,Poisonous Insect: Unknown,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,07,Poisonous Insect: Unknown,,,1,0,3
10107,Tetrodotoxin,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,08,Tetrodotoxin,,,1,0,3
10108,Aquatic envenomation: Coelenterate,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,09,Aquatic envenomation: Coelenterate,,,1,0,3
10109,Aquatic envenomation: Fish stings,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,10,Aquatic envenomation: Fish stings,,,1,0,3
10110,Aquatic envenomation: Sea Urchin & Cone snails,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,11,Aquatic envenomation: Sea Urchin & Cone snails,,,1,0,3
10111,Others,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,12,Others,,,1,0,3
10112,Unknown,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,13,Unknown,,,1,0,3
10113,Poisonous Snake: Back-fanged,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,14,Poisonous Snake: Back-fanged,,,1,0,3
10114,Cardiac glycoside,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,15,Cardiac glycoside,,,1,0,3
10115,Poisonous animal: Unknown,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,16,Poisonous animal: Unknown,,,1,0,3
10116,Non poisonous animal,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,17,Non poisonous animal,,,1,0,3
10117,Poisonous insect: spider,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,18,Poisonous insect: spider,,,1,0,3
10118,Aquatic envenomation: Echinoderms,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,19,Aquatic envenomation: Echinoderms,,,1,0,3
11098,Paralytic shellfish poisoning (PSP),//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,20,Paralytic shellfish poisoning (PSP),,,1,0,3
11103,Scombroid Fish Poisoning,//Products//Poisonous and Venomous Animals,จาก aminoacid histidine,05,Poisonous and Venomous Animals,21,Scombroid Fish Poisoning,,,1,0,3
11106,Venomous primate,//Products//Poisonous and Venomous Animals,,05,Poisonous and Venomous Animals,22,Venomous primate,,,1,0,3
10119,Toxicants in Foods,//Products//Food Toxins and Contaminations,,06,Food Toxins and Contaminations,01,Toxicants in Foods,,,1,0,3
10120,Food poisoning,//Products//Food Toxins and Contaminations,,06,Food Toxins and Contaminations,02,Food poisoning,,,1,0,3
10121,Unknown,//Products//Food Toxins and Contaminations,,06,Food Toxins and Contaminations,03,Unknown,,,1,0,3
10122,Others,//Products//Food Toxins and Contaminations,,06,Food Toxins and Contaminations,04,Others,,,1,0,3
10123,Insecticide contamination,//Products//Food Toxins and Contaminations,,06,Food Toxins and Contaminations,05,Insecticide contamination,,,1,0,3
10124,Herbicide contamination,//Products//Food Toxins and Contaminations,,06,Food Toxins and Contaminations,06,Herbicide contamination,,,1,0,3
10125,Adhesive agent,//Products//Household Products,,07,Household Products,01,Adhesive agent,,,1,0,3
10126,Air refresher,//Products//Household Products,,07,Household Products,02,Air refresher,,,1,0,3
10127,Cleaning agent : dishwashing (manual),//Products//Household Products,,07,Household Products,03,Cleaning agent : dishwashing (manual),,,1,0,3
10128,Cleaning agent for calces remover,//Products//Household Products,,07,Household Products,04,Cleaning agent for calces remover,,,1,0,3
10129,Cleaning agent for vegetable,//Products//Household Products,,07,Household Products,05,Cleaning agent for vegetable,,,1,0,3
10130,Cleaning agent for contact lens,//Products//Household Products,,07,Household Products,06,Cleaning agent for contact lens,,,1,0,3
10131,Cleaning agent for floor,//Products//Household Products,,07,Household Products,07,Cleaning agent for floor,,,1,0,3
10132,Polishing/ Coating agent: floor,//Products//Household Products,,07,Household Products,08,Polishing/ Coating agent: floor,,,1,0,3
10133,Cleaning agent for glass,//Products//Household Products,,07,Household Products,09,Cleaning agent for glass,,,1,0,3
10134,Cleaning agent for laundry,//Products//Household Products,,07,Household Products,10,Cleaning agent for laundry,,,1,0,3
10135,Cleaning agent for bottle or milk bottle,//Products//Household Products,,07,Household Products,11,Cleaning agent for bottle or milk bottle,,,1,0,3
10136,Cleaning agent for swimming pool,//Products//Household Products,,07,Household Products,12,Cleaning agent for swimming pool,,,1,0,3
10137,Cleaning agent for tape recorder,//Products//Household Products,,07,Household Products,13,Cleaning agent for tape recorder,,,1,0,3
10138,Cleaning agent for toilet,//Products//Household Products,,07,Household Products,14,Cleaning agent for toilet,,,1,0,3
10139,Cleaning agent multipurpose cleaner,//Products//Household Products,,07,Household Products,15,Cleaning agent multipurpose cleaner,,,1,0,3
10140,Cold pack content,//Products//Household Products,,07,Household Products,16,Cold pack content,,,1,0,3
10141,Antiseptic and Disinfectant for household purpose,//Products//Household Products,,07,Household Products,17,Antiseptic and Disinfectant for household purpose,,,1,0,3
10142,Polishing agent: leather,//Products//Household Products,,07,Household Products,18,Polishing agent: leather,,,1,0,3
10143,Moisture absorbent,//Products//Household Products,,07,Household Products,19,Moisture absorbent,,,1,0,3
10144,Polishing agent: silver,//Products//Household Products,,07,Household Products,20,Polishing agent: silver,,,1,0,3
10145,Polishing agent: multipurpose,//Products//Household Products,,07,Household Products,21,Polishing agent: multipurpose,,,1,0,3
10146,Repellent/ Deodorant,//Products//Household Products,,07,Household Products,22,Repellent/ Deodorant,,,1,0,3
10147,Rust Preventive agent,//Products//Household Products,,07,Household Products,23,Rust Preventive agent,,,1,0,3
10148,Rust Remover,//Products//Household Products,,07,Household Products,24,Rust Remover,,,1,0,3
10149,Thermometer content,//Products//Household Products,,07,Household Products,25,Thermometer content,,,1,0,3
10150,Toilet article & cosmetic: hair care products,//Products//Household Products,,07,Household Products,26,Toilet article & cosmetic: hair care products,,,1,0,3
10151,Toilet article & cosmetic: mouth care,//Products//Household Products,,07,Household Products,27,Toilet article & cosmetic: mouth care,,,1,0,3
10152,Toilet article & cosmetic: nail,//Products//Household Products,,07,Household Products,28,Toilet article & cosmetic: nail,,,1,0,3
10153,Toilet article & cosmetic: body,//Products//Household Products,,07,Household Products,29,Toilet article & cosmetic: body,,,1,0,3
10154,Toy & sport accessories,//Products//Household Products,,07,Household Products,30,Toy & sport accessories,,,1,0,3
10155,Unplug drain,//Products//Household Products,,07,Household Products,31,Unplug drain,,,1,0,3
10156,Stationary: ink and color,//Products//Household Products,,07,Household Products,32,Stationary: ink and color,,,1,0,3
10157,Miscelleneous,//Products//Household Products,,07,Household Products,33,Miscelleneous,,,1,0,3
10158,Unknown,//Products//Household Products,,07,Household Products,34,Unknown,,,1,0,3
10159,Nontoxic substances,//Products//Household Products,,07,Household Products,35,Nontoxic substances,,,1,0,3
10160,Toilet article & cosmetic: face and neck,//Products//Household Products,,07,Household Products,36,Toilet article & cosmetic: face and neck,,,1,0,3
10161,Stationary: Others,//Products//Household Products,,07,Household Products,37,Stationary: Others,,,1,0,3
10162,Toilet article & cosmetic: Perfume and Cologne,//Products//Household Products,,07,Household Products,38,Toilet article & cosmetic: Perfume and Cologne,,,1,0,3
10163,Cleaning agent for kitchen,//Products//Household Products,,07,Household Products,39,Cleaning agent for kitchen,,,1,0,3
10164,Battery,//Products//Household Products,,07,Household Products,40,Battery,,,1,0,3
10165,Aromatherapy,//Products//Household Products,,07,Household Products,41,Aromatherapy,,,1,0,3
10166,Hot pack content,//Products//Household Products,,07,Household Products,42,Hot pack content,,,1,0,3
10167,Insecticide,//Products//Pesticides,,08,Pesticides,01,Insecticide,,,1,0,3
10168,Miticide,//Products//Pesticides,,08,Pesticides,02,Miticide,,,1,0,3
10169,Mollussicide,//Products//Pesticides,,08,Pesticides,03,Mollussicide,,,1,0,3
10170,Fungicide,//Products//Pesticides,,08,Pesticides,04,Fungicide,,,1,0,3
10171,Herbicide,//Products//Pesticides,,08,Pesticides,05,Herbicide,,,1,0,3
10172,Plant Growth Regulator,//Products//Pesticides,,08,Pesticides,06,Plant Growth Regulator,,,1,0,3
10173,Synergist,//Products//Pesticides,,08,Pesticides,07,Synergist,,,1,0,3
10174,Rodenticide,//Products//Pesticides,,08,Pesticides,08,Rodenticide,,,1,0,3
10175,Nematicide,//Products//Pesticides,,08,Pesticides,09,Nematicide,,,1,0,3
10176,Poison Dogs,//Products//Pesticides,,08,Pesticides,10,Poison Dogs,,,1,0,3
10177,Poison Birds,//Products//Pesticides,,08,Pesticides,11,Poison Birds,,,1,0,3
10178,Fumigants,//Products//Pesticides,,08,Pesticides,12,Fumigants,,,1,0,3
10179,Unknown,//Products//Pesticides,,08,Pesticides,13,Unknown,,,1,0,3
10180,Others,//Products//Pesticides,,08,Pesticides,14,Others,,,1,0,3
10181,Acaricide,//Products//Pesticides,,08,Pesticides,15,Acaricide,,,1,0,3
10182,Algicide,//Products//Pesticides,,08,Pesticides,16,Algicide,,,1,0,3
10183,Poison fish,//Products//Pesticides,,08,Pesticides,17,Poison fish,,,1,0,3
10184,Diseases,//Products//Disease / Signs-Symptoms / Health,,09,Disease / Signs-Symptoms / Health,01,Diseases,,,1,0,3
10185,Health,//Products//Disease / Signs-Symptoms / Health,,09,Disease / Signs-Symptoms / Health,02,Health,,,1,0,3
10186,Toxicology,//Products//Lab Monitoring,,10,Lab Monitoring,01,Toxicology,,,1,0,3
10187,Database/Services,//Products//Database / Service,,11,Database / Service,01,Database/Services,,,1,0,3
10188,Heatlh Food,//Products//Health Food / Cosmetics,,12,Health Food / Cosmetics,01,Heatlh Food,,,1,0,3
10189,Cosmetics,//Products//Health Food / Cosmetics,,12,Health Food / Cosmetics,02,Cosmetics,,,1,0,3
10190,Other,//Products//Health Food / Cosmetics,,12,Health Food / Cosmetics,03,Other,,,1,0,3
10191,Fruit Extracts,//Products//Health Food / Cosmetics,,12,Health Food / Cosmetics,04,Fruit Extracts,,,1,0,3
10192,Collagen,//Products//Health Food / Cosmetics,,12,Health Food / Cosmetics,05,Collagen,,,1,0,3
10193,Fire Hazard,//Products//Fire Hazard,,13,Fire Hazard,01,Fire Hazard,,,1,0,3
10194,Food Additives,//Products//Food Additives and Preservatives,,14,Food Additives and Preservatives,01,Food Additives,,,1,0,3
10195,Food Preservatives,//Products//Food Additives and Preservatives,,14,Food Additives and Preservatives,02,Food Preservatives,,,1,0,3
10196,Herbal Medicine,//Products//Herbal and Traditional Medicine,,15,Herbal and Traditional Medicine,01,Herbal Medicine,,,1,0,3
10197,Traditional Medicine,//Products//Herbal and Traditional Medicine,,15,Herbal and Traditional Medicine,02,Traditional Medicine,,,1,0,3
10198,Chemical Weapon,//Products//Chemical Weapons,,16,Chemical Weapons,01,Chemical Weapon,,,1,0,3
10199,Methemoglobinemia,//Products//Methemoglobinemia,,17,Methemoglobinemia,01,Methemoglobinemia,,,1,0,3
10200,Unknown Toxic Substance,//Products//Unknown Toxic Substance,,18,Unknown Toxic Substance,01,Unknown Toxic Substance,,,1,0,3
10201,Others,//Products//Other Category,,19,Other Category,01,Others,,,1,0,3
10202,"Antacids, Antiulcerants",//Products//Medical Drugs//Other Category,,01,Medical Drugs,01,Alimentary System,0101,"Antacids, Antiulcerants",1,0,4
10203,"GIT Regulators, Antiflatulents & Anti-inflammatories",//Products//Medical Drugs//Other Category,,01,Medical Drugs,01,Alimentary System,0201,"GIT Regulators, Antiflatulents & Anti-inflammatories",1,0,4
10204,"Topical Antiflatulents: มหาหิงค์, ยาธาตุ",//Products//Medical Drugs//Other Category,,01,Medical Drugs,01,Alimentary System,0202,"Topical Antiflatulents: มหาหิงค์, ยาธาตุ",1,0,4
10205,Antispasmodics,//Products//Medical Drugs//Other Category,,01,Medical Drugs,01,Alimentary System,0301,Antispasmodics,1,0,4
10206,Antidiarrheals,//Products//Medical Drugs//Other Category,,01,Medical Drugs,01,Alimentary System,0401,Antidiarrheals,1,0,4
10207,"Laxatives, Purgatives",//Products//Medical Drugs//Other Category,,01,Medical Drugs,01,Alimentary System,0501,"Laxatives, Purgatives",1,0,4
10208,Digestives,//Products//Medical Drugs//Other Category,,01,Medical Drugs,01,Alimentary System,0601,Digestives,1,0,4
10209,"Cholagogues, Cholelitholytics & Hepatic Protectors",//Products//Medical Drugs//Other Category,,01,Medical Drugs,01,Alimentary System,0701,"Cholagogues, Cholelitholytics & Hepatic Protectors",1,0,4
10210,Unknown,//Products//Medical Drugs//Other Category,,01,Medical Drugs,01,Alimentary System,0801,Unknown,1,0,4
10211,Others Alimentary Drugs,//Products//Medical Drugs//Other Category,,01,Medical Drugs,01,Alimentary System,0901,Others Alimentary Drugs,1,0,4
10212,"Antacids, Antiulcerants: H2 antagonist",//Products//Medical Drugs//Other Category,,01,Medical Drugs,01,Alimentary System,0902,"Antacids, Antiulcerants: H2 antagonist",1,0,4
10213,"Antacids, Antiulcerants: Proton Pump Inhibitor",//Products//Medical Drugs//Other Category,,01,Medical Drugs,01,Alimentary System,0903,"Antacids, Antiulcerants: Proton Pump Inhibitor",1,0,4
10214,Cardiac Drugs,//Products//Medical Drugs//Other Category,,01,Medical Drugs,02,Cardiovascular and Hematopoietic System,0101,Cardiac Drugs,1,0,4
10215,Anti-Anginal Drugs,//Products//Medical Drugs//Other Category,,01,Medical Drugs,02,Cardiovascular and Hematopoietic System,0201,Anti-Anginal Drugs,1,0,4
10216,ACE-Inhibitors,//Products//Medical Drugs//Other Category,,01,Medical Drugs,02,Cardiovascular and Hematopoietic System,0301,ACE-Inhibitors,1,0,4
10217,Beta Blockers: Propranolol,//Products//Medical Drugs//Other Category,,01,Medical Drugs,02,Cardiovascular and Hematopoietic System,0401,Beta Blockers: Propranolol,1,0,4
10218,Beta Blockers: Atenolol,//Products//Medical Drugs//Other Category,,01,Medical Drugs,02,Cardiovascular and Hematopoietic System,0402,Beta Blockers: Atenolol,1,0,4
10219,Beta Blockers: Others,//Products//Medical Drugs//Other Category,,01,Medical Drugs,02,Cardiovascular and Hematopoietic System,0403,Beta Blockers: Others,1,0,4
10220,Calcium Antagonists,//Products//Medical Drugs//Other Category,,01,Medical Drugs,02,Cardiovascular and Hematopoietic System,0501,Calcium Antagonists,1,0,4
10221,Other Antihypertensives,//Products//Medical Drugs//Other Category,,01,Medical Drugs,02,Cardiovascular and Hematopoietic System,0601,Other Antihypertensives,1,0,4
10222,Diuretics,//Products//Medical Drugs//Other Category,,01,Medical Drugs,02,Cardiovascular and Hematopoietic System,0701,Diuretics,1,0,4
10223,Antidiuretics,//Products//Medical Drugs//Other Category,,01,Medical Drugs,02,Cardiovascular and Hematopoietic System,0801,Antidiuretics,1,0,4
10224,Peripheral Vasodilators & Cerebral Activators,//Products//Medical Drugs//Other Category,,01,Medical Drugs,02,Cardiovascular and Hematopoietic System,0901,Peripheral Vasodilators & Cerebral Activators,1,0,4
10225,Vasoconstrictors,//Products//Medical Drugs//Other Category,,01,Medical Drugs,02,Cardiovascular and Hematopoietic System,1001,Vasoconstrictors,1,0,4
10226,Migraine Drugs: Ergot alkaloids,//Products//Medical Drugs//Other Category,,01,Medical Drugs,02,Cardiovascular and Hematopoietic System,1101,Migraine Drugs: Ergot alkaloids,1,0,4
